unnamed:_0,flight_number,origin_station_code,destination_station_code,scheduled_departure_date,arrival_delay_group,departure_delay_group,entity,verbatim_text,seat_factor_band,ques_verbatim_text,loyalty_program_level,fleet_type_description,fleet_usage,response_group,sentiments,transformed_text
1268,497,DEX,MSX,2022-09-08,Early & Ontime,Early & Ontime,Domestic,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-800,Mainline,member,Neutral,
1269,2225,LAX,IAX,2022-09-09,Early & Ontime,Early & Ontime,Domestic,"Unlike my flight from IAD to LAS, I did not receive an email advising me to choose my meal for the LAS to IAD flight. I assumed there was not meal for my late night flight but was pleasantly surprised when I was on the airplane and received a meal.",70+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-900,Mainline,member,Neutral,unlik flight iad la receiv email advis choos meal la iad flight assum meal late night flight pleasantli surpris airplan receiv meal
1270,1174,SJX,EWX,2022-09-10,Early & Ontime,Early & Ontime,Latin,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B767-400,Mainline,member,Neutral,
1271,1174,SJX,EWX,2022-09-10,Early & Ontime,Early & Ontime,Latin,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,B767-400,Mainline,member,Neutral,
1272,725,GJX,DEX,2022-09-10,Delayed,Early & Ontime,Domestic,No.,70+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A320-200,Mainline,member,Neutral,
1273,411,HNX,SNX,2022-09-10,Delayed,Early & Ontime,Domestic,thankfully for your complementary beverage.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-700,Mainline,non-member,Neutral,thank complementari beverag
1274,2141,MIX,IAX,2022-09-09,Delayed,Early & Ontime,Domestic,"Regarding food choices in the Business First cabin (for which I am grateful for the upgrades), it has been ~3 months that the same food items (Chicken Pasta or Vegetarian Meatball) have been offered as the two choices in Business First. While I find both meals to be good, I think it may be time to offer other meal selections.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B737-900,Mainline,member,Neutral,regard food choic busi first cabin grate upgrad month food item chicken pasta vegetarian meatbal offer two choic busi first find meal good think may time offer meal select
1275,621,STX,EWX,2022-09-10,Early & Ontime,Early & Ontime,Latin,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-900,Mainline,non-member,Neutral,
1276,116,SFX,PPX,2022-09-10,Early & Ontime,Early & Ontime,Pacific,,70+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B787-9,Mainline,member,Neutral,tast meal great intern flight long 8 hour deserv better qualiti
1277,2345,IAX,CLX,2022-09-10,Early & Ontime,Early & Ontime,Domestic,Waffle did not come with butter. which i felt was odd. Seems like there should have been packets available.,0 to 70,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,B737-700,Mainline,member,Neutral,waffl come butter felt odd seem like packet avail
1278,4427,PIX,EWX,2022-09-04,Early & Ontime,Early & Ontime,Domestic,Those waffle cookies with my coffee were delicious!!!!!.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,CRJ-550,Express,member,Neutral,waffl cooki coffe delici
1279,3730,SDX,ORX,2022-09-09,Early & Ontime,Early & Ontime,Domestic,The options always depress me. the food for sale is often money poorly spent.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,CRJ-200,Express,member,Neutral,option alway depress food sale often money poorli spent
1280,1582,DEX,IAX,2022-09-11,Delayed,Delayed,Domestic,The entree was bitter tasting.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B777-200,Mainline,non-member,Neutral,entre bitter tast
1281,2082,MFX,IAX,2022-09-11,Early & Ontime,Early & Ontime,Domestic,No.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,A319-100,Mainline,non-member,Neutral,
1282,1508,DEX,SAX,2022-09-11,Early & Ontime,Early & Ontime,Domestic,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-800,Mainline,member,Neutral,
1283,4559,EWX,ACX,2022-09-11,Early & Ontime,Early & Ontime,Domestic,There was not any food nor beverage service on this very brief flight.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,CRJ-550,Express,member,Neutral,food beverag servic brief flight
1284,565,DEX,EWX,2022-09-11,Delayed,Early & Ontime,Domestic,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier gold,B737-900,Mainline,member,Neutral,reason good
1285,5625,DEX,MEX,2022-09-11,Early & Ontime,Delayed,Domestic,My meal box made me feel full.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,ERJ-175,Express,member,Neutral,meal box made feel full
1286,919,IAX,LHX,2022-09-11,Delayed,Delayed,Atlantic,The food is pretty awful - better than during COVID restrictions. you can do better.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B777-200,Mainline,member,Neutral,food pretti aw better covid restrict better
1287,2252,EWX,MEX,2022-09-11,Early & Ontime,Early & Ontime,Latin,Very limited food service for a 5 hour flight.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-700,Mainline,member,Neutral,limit food servic 5 hour flight
1288,4447,DCX,EWX,2022-09-09,Early & Ontime,Early & Ontime,Domestic,No.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,CRJ-550,Express,non-member,Neutral,
1289,1663,ORX,LAX,2022-09-08,Early & Ontime,Early & Ontime,Domestic,forgot to give me Biscotti on 1 of the flights.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-MAX9,Mainline,non-member,Neutral,forgot give biscotti 1 flight
1290,3567,ORX,INX,2022-09-11,Early & Ontime,Early & Ontime,Domestic,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,ERJ-170,Express,non-member,Neutral,sorri comment first flight sfo chi flight chi ord
1291,1885,EWX,RSX,2022-09-12,Delayed,Delayed,Domestic,"For a 2.5 hour flight, I feel that they should be able to serve more than one drink (either non alcoholic or alcoholic).",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-800,Mainline,non-member,Neutral,hour flight feel abl serv one drink either non alcohol alcohol
1292,2608,LAX,IAX,2022-09-12,Delayed,Early & Ontime,Domestic,More food/ meal options would be greatly appreciated.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,B737-800,Mainline,member,Neutral,meal option would greatli appreci
1293,2401,BOX,SFX,2022-09-12,Early & Ontime,Early & Ontime,Domestic,"Yes, they ran out of water!. Not good!.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-MAX9,Mainline,non-member,Neutral,ye ran water good
1294,1990,IAX,ORX,2022-09-12,Delayed,Delayed,Domestic,Food was bland and not good. Chicken dish. Food used to be better. Now it seems it is more about making it tasteless and offering specialty choices. Not an emphasis on any type of flavor.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B757-300,Mainline,member,Neutral,food bland good chicken dish food use better seem make tasteless offer specialti choic emphasi type flavor
1295,65,EWX,LIX,2022-09-12,Delayed,Delayed,Atlantic,"Needed to pay attention for the food meal is ordered by passenger. If is A, is not B to be delivered.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B787-10,Mainline,member,Neutral,need pay attent food meal order passeng b deliv
1296,957,EWX,GVX,2022-09-12,Early & Ontime,Early & Ontime,Atlantic,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B767-300,Mainline,non-member,Neutral,breakfast arriv egg sauc question sausag great fruit tast great plain grape would better
1297,38,EDX,EWX,2022-09-12,Early & Ontime,Early & Ontime,Atlantic,The food an beverage on my Edinburgh to Newark flight was ok. The food and beverage on my flight going to Edinburgh was absolutely terrible.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,B757-200,Mainline,member,Neutral,food beverag edinburgh newark flight food beverag flight go edinburgh absolut terribl
1298,736,IAX,EWX,2022-09-12,Early & Ontime,Early & Ontime,Domestic,No.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,A320-200,Mainline,member,Neutral,
1299,6004,DEX,JAX,2022-09-11,Early & Ontime,Delayed,Domestic,no food.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,ERJ-175,Express,member,Neutral,food
1300,1997,ORX,ATX,2022-09-11,Delayed,Early & Ontime,Domestic,Service appeared late...... to the point that they were picking up waste just before landing and could not complete the beverage.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A320-200,Mainline,member,Neutral,servic appear late point pick wast land could complet beverag
1301,1124,CPX,EWX,2022-09-12,Delayed,Delayed,Atlantic,I did not eat the frozen dessert because the container was opened. I would of appreciated a second round of beverages after the meal.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B787-9,Mainline,member,Neutral,eat frozen dessert contain open would appreci second round beverag meal
1302,5318,LAX,COX,2022-09-12,Early & Ontime,Early & Ontime,Domestic,Sandwich.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,CRJ-200,Express,non-member,Neutral,sandwich
1303,5222,STX,DEX,2022-09-13,Delayed,Early & Ontime,Domestic,,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,ERJ-175,Express,non-member,Neutral,
1304,1189,RDX,DEX,2022-09-13,Early & Ontime,Early & Ontime,Domestic,the flight attendant was complaining that her device was not working that allows you to purchase beverages. She mentioned it often does not work.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,A319-100,Mainline,member,Neutral,flight attend complain devic work allow purchas beverag mention often work
1305,2649,MSX,IAX,2022-09-12,Early & Ontime,Early & Ontime,Domestic,,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,A319-100,Mainline,member,Neutral,new orlean houston short fliught expect chanc comment 3 leg trip flight longer
